Date,Region,PropertyType,Number of establishments,Daily Capacity (stay-units available),Available monthly stay unit capacity,Occupancy rate (%),Total guest nights,Guest arrivals,Stay unit nights occupied,Domestic guest nights,International guest nights 
1/10/2008,Clutha,Total,32.00,596.00,18476.00,15.91,5374.00,3698.00,2939.00,3598.00,1776.00
1/10/2017,Clutha,Total,31.00,619.00,19189.00,16.68,5079.00,3191.00,3201.00,3615.00,1463.00
1/07/2017,Clutha,Total,29.00,597.00,18507.00,15.88,4518.00,2235.00,2939.00,3623.00,895.00
1/04/2005,Clutha,Total,27.00,508.00,15240.00,21.52,6019.00,4263.00,3280.00,3645.00,2374.00
1/07/2012,Clutha,Total,29.00,522.00,16182.00,14.38,4139.00,2364.00,2327.00,3683.00,457.00
1/11/2012,Clutha,Total,32.00,649.00,19470.00,19.77,6696.00,5241.00,3849.00,3687.00,3009.00
1/11/2014,Clutha,Total,32.00,564.00,16920.00,20.99,5961.00,3959.00,3552.00,3695.00,2266.00
1/08/2012,Fiordland,Total,31.00,2118.00,65658.00,10.11,11129.00,7212.00,6638.00,3699.00,7430.00
1/11/2008,Clutha,Total,33.00,648.00,19440.00,22.74,6883.00,4552.00,4420.00,3708.00,3175.00
1/11/2015,Clutha,Total,33.00,510.00,15300.00,25.28,6305.00,4277.00,3868.00,3711.00,2593.00
1/05/2018,Clutha,Total,31.00,622.00,19282.00,16.18,5048.00,2963.00,3120.00,3720.00,1328.00
1/07/2009,Fiordland,Total,30.00,1555.00,48205.00,12.07,10586.00,6827.00,5820.00,3785.00,6801.00
1/08/2011,Fiordland,Total,34.00,2204.00,68324.00,8.40,9689.00,6112.00,5742.00,3805.00,5885.00
1/05/2016,Clutha,Total,31.00,619.00,19189.00,16.95,5054.00,3104.00,3252.00,3814.00,1240.00
1/06/2008,Fiordland,Total,33.00,1676.00,50280.00,10.58,9019.00,6038.00,5318.00,3842.00,5177.00
1/10/2015,Clutha,Total,32.00,506.00,15686.00,20.02,5013.00,3276.00,3140.00,3848.00,1165.00
1/07/2018,Clutha,Total,29.00,483.00,14973.00,20.55,4611.00,2074.00,3078.00,3899.00,711.00
1/04/2004,Clutha,Total,27.00,487.00,14610.00,21.69,5647.00,3581.00,3169.00,3900.00,1746.00
1/11/2017,Clutha,Total,32.00,623.00,18690.00,20.86,6514.00,4177.00,3899.00,3918.00,2596.00
1/04/2002,Clutha,Total,24.00,450.00,13500.00,25.67,5792.00,4190.00,3466.00,3928.00,1858.00
1/08/2018,Clutha,Total,29.00,483.00,14973.00,23.21,4852.00,1992.00,3476.00,3946.00,906.00
1/02/2003,Clutha,Total,24.00,452.00,12656.00,39.12,8280.00,5023.00,4951.00,3963.00,4316.00
1/11/2007,Clutha,Total,30.00,725.00,21750.00,18.40,7509.00,4714.00,4003.00,4016.00,3493.00
1/12/2005,Clutha,Total,29.00,572.00,17732.00,22.79,7185.00,4264.00,4041.00,4045.00,3139.00
1/08/2009,Fiordland,Total,32.00,1580.00,48980.00,11.37,10234.00,6672.00,5568.00,4067.00,6167.00
1/08/2012,Clutha,Total,30.00,530.00,16430.00,16.68,4660.00,2817.00,2740.00,4095.00,565.00
1/03/2001,Clutha,Total,25.00,456.00,14136.00,28.69,7093.00,4915.00,4056.00,4105.00,2988.00
1/10/2009,Clutha,Total,32.00,676.00,20956.00,16.99,5924.00,3605.00,3560.00,4113.00,1811.00
1/10/2011,Clutha,Total,33.00,633.00,19623.00,20.07,6639.00,4023.00,3938.00,4129.00,2510.00
1/03/2004,Clutha,Total,27.00,487.00,15097.00,28.05,7082.00,4547.00,4235.00,4144.00,2938.00
1/12/2002,Clutha,Total,24.00,450.00,13950.00,27.03,6580.00,4144.00,3771.00,4148.00,2432.00
1/04/2001,Clutha,Total,25.00,456.00,13680.00,24.66,5975.00,4006.00,3373.00,4152.00,1823.00
1/03/2005,Clutha,Total,27.00,508.00,15748.00,26.96,7325.00,4569.00,4246.00,4169.00,3155.00
1/06/2011,Fiordland,Total,34.00,2200.00,66000.00,10.49,11063.00,6413.00,6921.00,4172.00,6891.00
1/09/2018,Clutha,Total,30.00,491.00,14730.00,25.36,5732.00,2644.00,3736.00,4176.00,1556.00
1/10/2016,Clutha,Total,31.00,616.00,19096.00,18.16,5851.00,3383.00,3469.00,4184.00,1667.00
1/03/2006,Clutha,Total,30.00,684.00,21204.00,20.77,8219.00,5456.00,4404.00,4185.00,4034.00
1/05/2017,Clutha,Total,31.00,619.00,19189.00,19.10,5531.00,3317.00,3666.00,4211.00,1320.00
1/02/2006,Clutha,Total,29.00,591.00,16548.00,30.26,8876.00,5965.00,5007.00,4212.00,4663.00
1/12/2013,Clutha,Total,32.00,617.00,19127.00,22.99,8080.00,5124.00,4398.00,4284.00,3796.00
1/11/2018,Clutha,Total,32.00,555.00,16650.00,29.13,7733.00,4119.00,4850.00,4308.00,3424.00
1/04/2003,Clutha,Total,24.00,452.00,13560.00,25.72,5966.00,3840.00,3487.00,4312.00,1653.00
1/07/2008,Fiordland,Total,34.00,1686.00,52266.00,11.99,11716.00,7722.00,6265.00,4362.00,7354.00
1/12/2001,Clutha,Total,24.00,448.00,13888.00,29.12,7474.00,4812.00,4044.00,4475.00,2999.00
1/06/2001,Central Otago,Total,46.00,2540.00,76200.00,4.24,5640.00,3636.00,3232.00,4514.00,1127.00
1/02/2011,Clutha,Total,34.00,652.00,18256.00,30.08,9601.00,6703.00,5491.00,4573.00,5028.00
1/12/2003,Clutha,Total,27.00,487.00,15097.00,27.30,7421.00,4737.00,4122.00,4582.00,2839.00
1/07/2011,Fiordland,Total,32.00,2187.00,67797.00,9.65,12179.00,6542.00,6542.00,4639.00,7540.00
1/02/2002,Clutha,Total,24.00,448.00,12544.00,38.64,8350.00,5719.00,4847.00,4659.00,3691.00
1/09/2011,Fiordland,Total,35.00,2216.00,66480.00,12.85,15756.00,9432.00,8540.00,4687.00,11069.00
1/06/2012,Fiordland,Total,32.00,2207.00,66210.00,8.06,8927.00,5584.00,5335.00,4734.00,4192.00
1/11/2011,Clutha,Total,34.00,652.00,19560.00,21.44,7456.00,5091.00,4194.00,4736.00,2720.00
1/04/2006,Clutha,Total,29.00,680.00,20400.00,18.75,7965.00,5696.00,3826.00,4739.00,3226.00
1/07/2005,Fiordland,Total,30.00,1492.00,46252.00,14.88,11478.00,7652.00,6881.00,4749.00,6730.00
1/02/2004,Clutha,Total,27.00,487.00,14123.00,34.70,8898.00,5301.00,4901.00,4757.00,4141.00
1/10/2018,Clutha,Total,31.00,495.00,15345.00,26.65,6730.00,3257.00,4089.00,4792.00,1938.00
1/04/2010,Clutha,Total,32.00,622.00,18660.00,22.15,7753.00,5361.00,4133.00,4892.00,2861.00
1/07/2013,Fiordland,Total,31.00,2164.00,67084.00,10.64,12580.00,7842.00,7140.00,4907.00,7673.00
1/03/2009,Clutha,Total,32.00,613.00,19003.00,31.68,9599.00,6048.00,6020.00,4910.00,4689.00
1/08/2005,Fiordland,Total,30.00,1494.00,46314.00,14.37,11678.00,7848.00,6656.00,4929.00,6749.00
1/06/2014,Fiordland,Total,33.00,1906.00,57180.00,11.40,11040.00,6094.00,6518.00,4940.00,6099.00
1/02/2001,Clutha,Total,25.00,470.00,13160.00,33.96,8032.00,5283.00,4469.00,4956.00,3076.00
1/02/2007,Clutha,Total,29.00,726.00,20328.00,29.20,10807.00,5850.00,5936.00,4966.00,5841.00
1/12/2008,Clutha,Total,32.00,604.00,18724.00,26.15,8625.00,5719.00,4897.00,4984.00,3641.00
1/08/2002,Fiordland,Total,27.00,1461.00,45291.00,17.00,12131.00,7247.00,7700.00,5008.00,7123.00
1/07/2010,Fiordland,Total,31.00,1838.00,56978.00,11.37,12713.00,7020.00,6477.00,5010.00,7703.00
1/12/2016,Clutha,Total,32.00,680.00,21080.00,23.40,8928.00,5243.00,4933.00,5017.00,3910.00
1/04/2009,Clutha,Total,32.00,613.00,18390.00,26.46,7779.00,5083.00,4866.00,5020.00,2759.00
1/06/2005,Fiordland,Total,31.00,1613.00,48390.00,13.37,11281.00,7527.00,6470.00,5026.00,6256.00
1/06/2010,Fiordland,Total,30.00,1726.00,51780.00,11.67,10052.00,6005.00,6041.00,5086.00,4966.00
1/08/2001,Fiordland,Total,25.00,1398.00,43338.00,15.55,11002.00,6846.00,6738.00,5093.00,5909.00
1/09/2009,Fiordland,Total,33.00,1708.00,51240.00,18.63,17888.00,11725.00,9547.00,5117.00,12771.00
1/03/2002,Clutha,Total,24.00,450.00,13950.00,34.43,8179.00,5920.00,4803.00,5119.00,3060.00
1/03/2007,Clutha,Total,30.00,730.00,22630.00,27.59,11146.00,7122.00,6244.00,5140.00,6007.00
1/06/2013,Fiordland,Total,33.00,2182.00,65460.00,8.75,9224.00,5431.00,5729.00,5151.00,4073.00
1/01/2005,Clutha,Total,27.00,505.00,15655.00,24.43,8358.00,4311.00,3825.00,5161.00,3197.00
1/04/2007,Clutha,Total,28.00,674.00,20220.00,23.14,8917.00,4799.00,4679.00,5176.00,3740.00
1/06/2001,Fiordland,Total,25.00,1398.00,41940.00,12.62,8635.00,5683.00,5293.00,5181.00,3454.00
1/02/2010,Clutha,Total,33.00,687.00,19236.00,35.26,11589.00,7438.00,6783.00,5188.00,6401.00
1/06/2007,Fiordland,Total,33.00,1730.00,51900.00,11.16,10037.00,6581.00,5794.00,5248.00,4788.00
1/07/2012,Fiordland,Total,31.00,2191.00,67921.00,10.45,12369.00,7541.00,7100.00,5258.00,7111.00
1/06/2003,Central Otago,Total,42.00,1767.00,53010.00,8.36,7184.00,4006.00,4429.00,5278.00,1904.00
1/04/2008,Clutha,Total,31.00,629.00,18870.00,23.29,7697.00,5336.00,4394.00,5307.00,2391.00
1/08/2010,Fiordland,Total,32.00,1851.00,57381.00,10.97,11175.00,6440.00,6292.00,5311.00,5864.00
1/02/2013,Clutha,Total,32.00,613.00,17164.00,36.88,10729.00,6702.00,6330.00,5362.00,5367.00
1/09/2010,Fiordland,Total,35.00,1883.00,56490.00,16.90,18660.00,11218.00,9547.00,5370.00,13290.00
1/04/2016,Clutha,Total,34.00,698.00,20940.00,26.55,8829.00,5347.00,5559.00,5385.00,3444.00
1/02/2009,Clutha,Total,33.00,607.00,16996.00,36.66,10377.00,6780.00,6231.00,5390.00,4987.00
1/04/2015,Clutha,Total,33.00,638.00,19140.00,24.30,8202.00,4766.00,4652.00,5401.00,2801.00
1/07/2014,Fiordland,Total,34.00,1918.00,59458.00,12.85,14438.00,8074.00,7641.00,5414.00,9024.00
1/02/2014,Clutha,Total,32.00,619.00,17332.00,34.99,11953.00,8160.00,6064.00,5420.00,6533.00
1/04/2012,Clutha,Total,33.00,651.00,19530.00,19.98,7432.00,5094.00,3903.00,5448.00,1984.00
1/06/2016,Fiordland,Total,36.00,2040.00,61200.00,14.61,17200.00,9340.00,8942.00,5450.00,11751.00
1/03/2014,Clutha,Total,32.00,619.00,19189.00,29.27,10786.00,7728.00,5617.00,5474.00,5312.00
1/06/2006,Central Otago,Total,48.00,2717.00,81510.00,6.67,8464.00,4978.00,5440.00,5479.00,2985.00
1/02/2008,Clutha,Total,31.00,630.00,18270.00,31.38,10591.00,6700.00,5734.00,5490.00,5101.00
1/08/2014,Fiordland,Total,35.00,2059.00,63829.00,12.60,13863.00,8017.00,8040.00,5511.00,8351.00
1/09/2005,Fiordland,Total,30.00,1538.00,46140.00,19.57,16673.00,11400.00,9029.00,5513.00,11161.00
1/02/2018,Clutha,Total,33.00,683.00,19124.00,36.68,11512.00,8179.00,7015.00,5516.00,5996.00
1/04/2018,Clutha,Total,33.00,683.00,20490.00,25.01,9022.00,5437.00,5125.00,5523.00,3499.00
1/06/2006,Fiordland,Total,31.00,1522.00,45660.00,13.25,10048.00,6363.00,6050.00,5545.00,4503.00
1/06/2004,Fiordland,Total,28.00,1579.00,47370.00,13.98,11915.00,7992.00,6620.00,5563.00,6352.00
1/04/2011,Clutha,Total,34.00,652.00,19560.00,21.67,7660.00,5039.00,4239.00,5566.00,2093.00
1/09/2008,Fiordland,Total,35.00,1695.00,50850.00,17.35,17725.00,11279.00,8820.00,5600.00,12125.00
1/07/2001,Central Otago,Total,46.00,2538.00,78678.00,5.62,7534.00,4361.00,4419.00,5617.00,1917.00
1/03/2012,Clutha,Total,33.00,651.00,20181.00,26.69,9593.00,6847.00,5385.00,5620.00,3973.00
1/12/2014,Clutha,Total,32.00,565.00,17515.00,23.80,8960.00,5423.00,4169.00,5654.00,3306.00
1/03/2011,Clutha,Total,34.00,652.00,20212.00,27.11,9326.00,6936.00,5479.00,5655.00,3671.00
1/03/2010,Clutha,Total,31.00,606.00,18786.00,28.25,9922.00,6385.00,5306.00,5667.00,4255.00
1/04/2013,Clutha,Total,32.00,562.00,16860.00,24.81,7745.00,5620.00,4183.00,5680.00,2065.00
1/12/2007,Clutha,Total,32.00,733.00,22723.00,25.60,9705.00,5753.00,5817.00,5680.00,4025.00
1/06/2003,Fiordland,Total,28.00,1603.00,48090.00,13.89,10311.00,6327.00,6678.00,5680.00,4631.00
1/04/2019,Clutha,Total,32.00,680.00,20400.00,25.82,9231.00,5619.00,5267.00,5702.00,3529.00
1/12/2006,Clutha,Total,29.00,660.00,20460.00,25.69,9879.00,5093.00,5257.00,5706.00,4173.00
1/05/2001,Central Otago,Total,46.00,2540.00,78740.00,5.74,7116.00,4118.00,4520.00,5708.00,1408.00
1/06/2008,Wanaka,Total,47.00,2269.00,68070.00,16.84,17789.00,9485.00,11465.00,5717.00,12072.00
1/03/2003,Clutha,Total,24.00,455.00,14105.00,41.95,11466.00,5182.00,5917.00,5718.00,5747.00
1/02/2012,Clutha,Total,34.00,652.00,18908.00,32.04,10586.00,7243.00,6058.00,5758.00,4828.00
1/08/2004,Fiordland,Total,30.00,1603.00,49693.00,14.41,11994.00,7256.00,7159.00,5762.00,6232.00
1/01/2004,Clutha,Total,27.00,487.00,15097.00,27.75,9336.00,5559.00,4189.00,5776.00,3561.00
1/06/2008,Central Otago,Total,51.00,2725.00,81750.00,6.99,8330.00,4460.00,5714.00,5784.00,2546.00
1/12/2015,Clutha,Total,33.00,510.00,15810.00,29.51,9287.00,5222.00,4665.00,5795.00,3492.00
1/08/2003,Fiordland,Total,29.00,1613.00,50003.00,16.14,12859.00,7450.00,8071.00,5821.00,7038.00
1/05/2005,Wanaka,Total,41.00,2112.00,65472.00,16.30,17418.00,9522.00,10673.00,5850.00,11568.00
1/07/2006,Fiordland,Total,31.00,1522.00,47182.00,15.29,12382.00,7945.00,7212.00,5860.00,6523.00
1/01/2018,Clutha,Total,33.00,683.00,21173.00,27.57,10718.00,6518.00,5838.00,5862.00,4857.00
1/05/2013,Fiordland,Total,37.00,2226.00,69006.00,13.36,15597.00,10359.00,9216.00,5867.00,9730.00
1/01/2006,Clutha,Total,29.00,591.00,18321.00,27.43,10184.00,5713.00,5026.00,5909.00,4275.00
1/06/2002,Central Otago,Total,41.00,2219.00,66570.00,6.70,7752.00,3902.00,4458.00,5912.00,1840.00
1/05/2009,Fiordland,Total,34.00,1596.00,49476.00,22.23,17373.00,11039.00,10998.00,5912.00,11461.00
1/12/2010,Clutha,Total,34.00,679.00,21049.00,23.35,9360.00,6048.00,4915.00,5959.00,3401.00
1/05/2001,Ruapehu,Total,38.00,1531.00,47461.00,10.36,7750.00,4917.00,4919.00,5988.00,1762.00
1/09/2012,Fiordland,Total,35.00,2144.00,64320.00,12.57,14487.00,8888.00,8085.00,5995.00,8492.00
1/08/2013,Fiordland,Total,34.00,2152.00,66712.00,12.06,13886.00,7778.00,8043.00,5996.00,7890.00
1/09/2013,Fiordland,Total,37.00,2226.00,66780.00,14.93,18398.00,10314.00,9973.00,6035.00,12363.00
1/06/2015,Fiordland,Total,34.00,2027.00,60810.00,12.72,12805.00,6707.00,7736.00,6052.00,6754.00
1/07/2001,Fiordland,Total,25.00,1398.00,43338.00,15.90,11736.00,6975.00,6892.00,6063.00,5673.00
1/06/2009,MaCkenzie,Total,30.00,1668.00,50040.00,15.22,12565.00,9816.00,7618.00,6074.00,6491.00
1/08/2016,Fiordland,Total,35.00,2058.00,63798.00,16.41,18725.00,9915.00,10470.00,6079.00,12647.00
1/05/2010,Fiordland,Total,34.00,1873.00,58063.00,16.18,15996.00,10065.00,9396.00,6090.00,9905.00
1/06/2005,Central Otago,Total,48.00,2758.00,82740.00,6.18,8517.00,4867.00,5113.00,6093.00,2424.00
1/06/2008,MaCkenzie,Total,31.00,1737.00,52110.00,15.73,13405.00,9111.00,8199.00,6097.00,7308.00
1/02/2017,Clutha,Total,32.00,668.00,18704.00,35.50,11825.00,7212.00,6641.00,6101.00,5724.00
1/06/2009,Central Otago,Total,53.00,2874.00,86220.00,6.17,8128.00,4448.00,5322.00,6143.00,1985.00
1/03/2015,Clutha,Total,34.00,698.00,21638.00,27.51,10078.00,6203.00,5953.00,6164.00,3914.00
1/07/2004,Fiordland,Total,29.00,1591.00,49321.00,16.47,14043.00,8721.00,8124.00,6165.00,7878.00
1/04/2014,Clutha,Total,32.00,619.00,18570.00,25.74,8888.00,6032.00,4780.00,6213.00,2675.00
1/12/2017,Clutha,Total,33.00,683.00,21173.00,25.52,10364.00,6602.00,5404.00,6230.00,4134.00
1/09/2002,Fiordland,Total,28.00,1485.00,44550.00,21.95,17066.00,10130.00,9778.00,6235.00,10831.00
1/05/2004,Central Otago,Total,48.00,2684.00,83204.00,7.46,9558.00,5602.00,6209.00,6239.00,3319.00
1/08/2007,Fiordland,Total,35.00,1743.00,54033.00,14.28,13371.00,8582.00,7718.00,6288.00,7082.00
1/07/2007,Fiordland,Total,33.00,1730.00,53630.00,13.43,13197.00,8590.00,7205.00,6298.00,6899.00
1/06/2008,Waitaki,Total,38.00,1497.00,44910.00,11.49,8312.00,5695.00,5162.00,6307.00,2004.00
1/06/2005,Wanaka,Total,41.00,2116.00,63480.00,17.15,17911.00,9259.00,10885.00,6314.00,11596.00
1/05/2011,Fiordland,Total,36.00,2225.00,68975.00,14.89,17058.00,10351.00,10269.00,6322.00,10736.00
1/05/2012,Fiordland,Total,35.00,2252.00,69812.00,14.16,16374.00,10093.00,9888.00,6330.00,10044.00
1/05/2005,Fiordland,Total,32.00,1661.00,51491.00,19.86,17376.00,11669.00,10226.00,6353.00,11023.00
1/06/2007,Wanaka,Total,46.00,2306.00,69180.00,19.33,20204.00,10560.00,13371.00,6420.00,13785.00
1/05/2002,Central Otago,Total,43.00,2207.00,68417.00,7.29,8311.00,4708.00,4990.00,6424.00,1887.00
1/07/2006,Central Otago,Total,48.00,2720.00,84320.00,7.26,10308.00,5862.00,6118.00,6425.00,3883.00
1/08/2006,Fiordland,Total,31.00,1538.00,47678.00,17.55,13905.00,8624.00,8368.00,6432.00,7473.00
1/07/2006,MaCkenzie,Total,27.00,1576.00,48856.00,15.17,13052.00,9448.00,7413.00,6440.00,6611.00
1/02/2019,Clutha,Total,31.00,552.00,15456.00,45.41,12602.00,7381.00,7019.00,6448.00,6154.00
1/08/2001,Central Otago,Total,45.00,2148.00,66588.00,7.71,9119.00,5076.00,5133.00,6450.00,2670.00
1/12/2011,Clutha,Total,34.00,652.00,20212.00,24.63,9711.00,6225.00,4979.00,6459.00,3252.00
