STATISTIC,Statistic Label,TLIST(A1),Year,C02164V02610,Type of Accommodation Used,C02276V02746,Domestic,UNIT,VALUE
HTA05C2,Number of Nights by Irish Residents,2021,2021,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2021,2021,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2021,2021,222,Friends/relatives,01,Domestic,Thousand,6464
HTA05C2,Number of Nights by Irish Residents,2021,2021,222,Friends/relatives,02,Outbound,Thousand,7694
HTA05C2,Number of Nights by Irish Residents,2021,2021,224,Own holiday home,01,Domestic,Thousand,1259
HTA05C2,Number of Nights by Irish Residents,2021,2021,224,Own holiday home,02,Outbound,Thousand,1019
HTA05C2,Number of Nights by Irish Residents,2021,2021,92,Guest house/bed &breakfast,01,Domestic,Thousand,641
HTA05C2,Number of Nights by Irish Residents,2021,2021,92,Guest house/bed &breakfast,02,Outbound,Thousand,468
HTA05C2,Number of Nights by Irish Residents,2021,2021,93,Hotel/conference centre,01,Domestic,Thousand,4094
HTA05C2,Number of Nights by Irish Residents,2021,2021,93,Hotel/conference centre,02,Outbound,Thousand,4836
HTA05C2,Number of Nights by Irish Residents,2021,2021,94,Self catering/rented house,01,Domestic,Thousand,3667
HTA05C2,Number of Nights by Irish Residents,2021,2021,94,Self catering/rented house,02,Outbound,Thousand,2566
HTA05C2,Number of Nights by Irish Residents,2021,2021,999,Other,01,Domestic,Thousand,1761
HTA05C2,Number of Nights by Irish Residents,2021,2021,999,Other,02,Outbound,Thousand,860
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,-,All types of accommodation,01,Domestic,Nights per Trip,3.2
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,-,All types of accommodation,02,Outbound,Nights per Trip,7.7
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,222,Friends/relatives,01,Domestic,Nights per Trip,3.1
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,222,Friends/relatives,02,Outbound,Nights per Trip,9.6
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,224,Own holiday home,01,Domestic,Nights per Trip,3.9
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,224,Own holiday home,02,Outbound,Nights per Trip,13.9
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,3
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,6.5
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,93,Hotel/conference centre,01,Domestic,Nights per Trip,2.2
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,93,Hotel/conference centre,02,Outbound,Nights per Trip,5.1
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,94,Self catering/rented house,01,Domestic,Nights per Trip,5.6
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,94,Self catering/rented house,02,Outbound,Nights per Trip,9.3
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,999,Other,01,Domestic,Nights per Trip,3.3
HTA05C3,Average Length of Stay by Irish Residents,2021,2021,999,Other,02,Outbound,Nights per Trip,7.4
HTA05C1,Number of Trips by Irish Residents,2022,2022,-,All types of accommodation,01,Domestic,Thousand,13274
HTA05C1,Number of Trips by Irish Residents,2022,2022,-,All types of accommodation,02,Outbound,Thousand,8546
HTA05C1,Number of Trips by Irish Residents,2022,2022,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2022,2022,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2022,2022,222,Friends/relatives,01,Domestic,Thousand,4856
HTA05C1,Number of Trips by Irish Residents,2022,2022,222,Friends/relatives,02,Outbound,Thousand,2085
HTA05C1,Number of Trips by Irish Residents,2022,2022,224,Own holiday home,01,Domestic,Thousand,799
HTA05C1,Number of Trips by Irish Residents,2022,2022,224,Own holiday home,02,Outbound,Thousand,241
HTA05C1,Number of Trips by Irish Residents,2022,2022,92,Guest house/bed &breakfast,01,Domestic,Thousand,697
HTA05C1,Number of Trips by Irish Residents,2022,2022,92,Guest house/bed &breakfast,02,Outbound,Thousand,391
HTA05C1,Number of Trips by Irish Residents,2022,2022,93,Hotel/conference centre,01,Domestic,Thousand,4490
HTA05C1,Number of Trips by Irish Residents,2022,2022,93,Hotel/conference centre,02,Outbound,Thousand,3831
HTA05C1,Number of Trips by Irish Residents,2022,2022,94,Self catering/rented house,01,Domestic,Thousand,1354
HTA05C1,Number of Trips by Irish Residents,2022,2022,94,Self catering/rented house,02,Outbound,Thousand,1502
HTA05C1,Number of Trips by Irish Residents,2022,2022,999,Other,01,Domestic,Thousand,1078
HTA05C1,Number of Trips by Irish Residents,2022,2022,999,Other,02,Outbound,Thousand,496
HTA05C2,Number of Nights by Irish Residents,2022,2022,-,All types of accommodation,01,Domestic,Thousand,34236
HTA05C2,Number of Nights by Irish Residents,2022,2022,-,All types of accommodation,02,Outbound,Thousand,61205
HTA05C2,Number of Nights by Irish Residents,2022,2022,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2022,2022,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2022,2022,222,Friends/relatives,01,Domestic,Thousand,11600
HTA05C2,Number of Nights by Irish Residents,2022,2022,222,Friends/relatives,02,Outbound,Thousand,16194
HTA05C2,Number of Nights by Irish Residents,2022,2022,224,Own holiday home,01,Domestic,Thousand,3203
HTA05C2,Number of Nights by Irish Residents,2022,2022,224,Own holiday home,02,Outbound,Thousand,4954
HTA05C2,Number of Nights by Irish Residents,2022,2022,92,Guest house/bed &breakfast,01,Domestic,Thousand,1680
HTA05C2,Number of Nights by Irish Residents,2022,2022,92,Guest house/bed &breakfast,02,Outbound,Thousand,2352
HTA05C2,Number of Nights by Irish Residents,2022,2022,93,Hotel/conference centre,01,Domestic,Thousand,8313
HTA05C2,Number of Nights by Irish Residents,2022,2022,93,Hotel/conference centre,02,Outbound,Thousand,20717
HTA05C2,Number of Nights by Irish Residents,2022,2022,94,Self catering/rented house,01,Domestic,Thousand,6234
HTA05C2,Number of Nights by Irish Residents,2022,2022,94,Self catering/rented house,02,Outbound,Thousand,11870
HTA05C2,Number of Nights by Irish Residents,2022,2022,999,Other,01,Domestic,Thousand,3205
HTA05C2,Number of Nights by Irish Residents,2022,2022,999,Other,02,Outbound,Thousand,5118
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,-,All types of accommodation,01,Domestic,Nights per Trip,2.6
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,-,All types of accommodation,02,Outbound,Nights per Trip,7.2
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,222,Friends/relatives,01,Domestic,Nights per Trip,2.4
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,222,Friends/relatives,02,Outbound,Nights per Trip,7.8
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,224,Own holiday home,01,Domestic,Nights per Trip,4
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,224,Own holiday home,02,Outbound,Nights per Trip,20.5
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,2.4
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,6
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,93,Hotel/conference centre,01,Domestic,Nights per Trip,1.9
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,93,Hotel/conference centre,02,Outbound,Nights per Trip,5.4
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,94,Self catering/rented house,01,Domestic,Nights per Trip,4.6
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,94,Self catering/rented house,02,Outbound,Nights per Trip,7.9
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,999,Other,01,Domestic,Nights per Trip,3
HTA05C3,Average Length of Stay by Irish Residents,2022,2022,999,Other,02,Outbound,Nights per Trip,10.3
HTA05C1,Number of Trips by Irish Residents,2023,2023,-,All types of accommodation,01,Domestic,Thousand,14309
HTA05C1,Number of Trips by Irish Residents,2023,2023,-,All types of accommodation,02,Outbound,Thousand,12633
HTA05C1,Number of Trips by Irish Residents,2023,2023,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2023,2023,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2023,2023,222,Friends/relatives,01,Domestic,Thousand,5912
HTA05C1,Number of Trips by Irish Residents,2023,2023,222,Friends/relatives,02,Outbound,Thousand,3110
HTA05C1,Number of Trips by Irish Residents,2023,2023,224,Own holiday home,01,Domestic,Thousand,722
HTA05C1,Number of Trips by Irish Residents,2023,2023,224,Own holiday home,02,Outbound,Thousand,281
HTA05C1,Number of Trips by Irish Residents,2023,2023,92,Guest house/bed &breakfast,01,Domestic,Thousand,685
HTA05C1,Number of Trips by Irish Residents,2023,2023,92,Guest house/bed &breakfast,02,Outbound,Thousand,549
HTA05C1,Number of Trips by Irish Residents,2023,2023,93,Hotel/conference centre,01,Domestic,Thousand,5115
HTA05C1,Number of Trips by Irish Residents,2023,2023,93,Hotel/conference centre,02,Outbound,Thousand,6109
HTA05C1,Number of Trips by Irish Residents,2023,2023,94,Self catering/rented house,01,Domestic,Thousand,1194
HTA05C1,Number of Trips by Irish Residents,2023,2023,94,Self catering/rented house,02,Outbound,Thousand,2037
HTA05C1,Number of Trips by Irish Residents,2023,2023,999,Other,01,Domestic,Thousand,681
HTA05C1,Number of Trips by Irish Residents,2023,2023,999,Other,02,Outbound,Thousand,549
HTA05C2,Number of Nights by Irish Residents,2023,2023,-,All types of accommodation,01,Domestic,Thousand,33966
HTA05C2,Number of Nights by Irish Residents,2023,2023,-,All types of accommodation,02,Outbound,Thousand,79923
HTA05C2,Number of Nights by Irish Residents,2023,2023,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2023,2023,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2023,2023,222,Friends/relatives,01,Domestic,Thousand,14415
HTA05C2,Number of Nights by Irish Residents,2023,2023,222,Friends/relatives,02,Outbound,Thousand,22565
HTA05C2,Number of Nights by Irish Residents,2023,2023,224,Own holiday home,01,Domestic,Thousand,2351
HTA05C2,Number of Nights by Irish Residents,2023,2023,224,Own holiday home,02,Outbound,Thousand,2623
HTA05C2,Number of Nights by Irish Residents,2023,2023,92,Guest house/bed &breakfast,01,Domestic,Thousand,1349
HTA05C2,Number of Nights by Irish Residents,2023,2023,92,Guest house/bed &breakfast,02,Outbound,Thousand,3367
HTA05C2,Number of Nights by Irish Residents,2023,2023,93,Hotel/conference centre,01,Domestic,Thousand,8872
HTA05C2,Number of Nights by Irish Residents,2023,2023,93,Hotel/conference centre,02,Outbound,Thousand,29918
HTA05C2,Number of Nights by Irish Residents,2023,2023,94,Self catering/rented house,01,Domestic,Thousand,4775
HTA05C2,Number of Nights by Irish Residents,2023,2023,94,Self catering/rented house,02,Outbound,Thousand,17020
HTA05C2,Number of Nights by Irish Residents,2023,2023,999,Other,01,Domestic,Thousand,2203
HTA05C2,Number of Nights by Irish Residents,2023,2023,999,Other,02,Outbound,Thousand,4429
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,-,All types of accommodation,01,Domestic,Nights per Trip,2.4
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,-,All types of accommodation,02,Outbound,Nights per Trip,6.3
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,222,Friends/relatives,01,Domestic,Nights per Trip,2.4
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,222,Friends/relatives,02,Outbound,Nights per Trip,7.3
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,224,Own holiday home,01,Domestic,Nights per Trip,3.3
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,224,Own holiday home,02,Outbound,Nights per Trip,9.3
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,2
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,6.1
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,93,Hotel/conference centre,01,Domestic,Nights per Trip,1.7
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,93,Hotel/conference centre,02,Outbound,Nights per Trip,4.9
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,94,Self catering/rented house,01,Domestic,Nights per Trip,4
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,94,Self catering/rented house,02,Outbound,Nights per Trip,8.4
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,999,Other,01,Domestic,Nights per Trip,3.2
HTA05C3,Average Length of Stay by Irish Residents,2023,2023,999,Other,02,Outbound,Nights per Trip,8.1
HTA05C1,Number of Trips by Irish Residents,2024,2024,-,All types of accommodation,01,Domestic,Thousand,16571
HTA05C1,Number of Trips by Irish Residents,2024,2024,-,All types of accommodation,02,Outbound,Thousand,13680
HTA05C1,Number of Trips by Irish Residents,2024,2024,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2024,2024,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2024,2024,222,Friends/relatives,01,Domestic,Thousand,6870
HTA05C1,Number of Trips by Irish Residents,2024,2024,222,Friends/relatives,02,Outbound,Thousand,3304
HTA05C1,Number of Trips by Irish Residents,2024,2024,224,Own holiday home,01,Domestic,Thousand,817
HTA05C1,Number of Trips by Irish Residents,2024,2024,224,Own holiday home,02,Outbound,Thousand,312
HTA05C1,Number of Trips by Irish Residents,2024,2024,92,Guest house/bed &breakfast,01,Domestic,Thousand,749
HTA05C1,Number of Trips by Irish Residents,2024,2024,92,Guest house/bed &breakfast,02,Outbound,Thousand,347
HTA05C1,Number of Trips by Irish Residents,2024,2024,93,Hotel/conference centre,01,Domestic,Thousand,5905
HTA05C1,Number of Trips by Irish Residents,2024,2024,93,Hotel/conference centre,02,Outbound,Thousand,6221
HTA05C1,Number of Trips by Irish Residents,2024,2024,94,Self catering/rented house,01,Domestic,Thousand,1275
HTA05C1,Number of Trips by Irish Residents,2024,2024,94,Self catering/rented house,02,Outbound,Thousand,2645
HTA05C1,Number of Trips by Irish Residents,2024,2024,999,Other,01,Domestic,Thousand,955
HTA05C1,Number of Trips by Irish Residents,2024,2024,999,Other,02,Outbound,Thousand,851
HTA05C2,Number of Nights by Irish Residents,2024,2024,-,All types of accommodation,01,Domestic,Thousand,36747
HTA05C2,Number of Nights by Irish Residents,2024,2024,-,All types of accommodation,02,Outbound,Thousand,81204
HTA05C2,Number of Nights by Irish Residents,2024,2024,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2024,2024,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2024,2024,222,Friends/relatives,01,Domestic,Thousand,15764
HTA05C2,Number of Nights by Irish Residents,2024,2024,222,Friends/relatives,02,Outbound,Thousand,20571
HTA05C2,Number of Nights by Irish Residents,2024,2024,224,Own holiday home,01,Domestic,Thousand,2468
HTA05C2,Number of Nights by Irish Residents,2024,2024,224,Own holiday home,02,Outbound,Thousand,2646
HTA05C2,Number of Nights by Irish Residents,2024,2024,92,Guest house/bed &breakfast,01,Domestic,Thousand,1453
HTA05C2,Number of Nights by Irish Residents,2024,2024,92,Guest house/bed &breakfast,02,Outbound,Thousand,1564
HTA05C2,Number of Nights by Irish Residents,2024,2024,93,Hotel/conference centre,01,Domestic,Thousand,9728
HTA05C2,Number of Nights by Irish Residents,2024,2024,93,Hotel/conference centre,02,Outbound,Thousand,29790
HTA05C2,Number of Nights by Irish Residents,2024,2024,94,Self catering/rented house,01,Domestic,Thousand,4185
HTA05C2,Number of Nights by Irish Residents,2024,2024,94,Self catering/rented house,02,Outbound,Thousand,19436
HTA05C2,Number of Nights by Irish Residents,2024,2024,999,Other,01,Domestic,Thousand,3149
HTA05C2,Number of Nights by Irish Residents,2024,2024,999,Other,02,Outbound,Thousand,7198
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,-,All types of accommodation,01,Domestic,Nights per Trip,2.2
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,-,All types of accommodation,02,Outbound,Nights per Trip,5.9
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,222,Friends/relatives,01,Domestic,Nights per Trip,2.3
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,222,Friends/relatives,02,Outbound,Nights per Trip,6.2
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,224,Own holiday home,01,Domestic,Nights per Trip,3
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,224,Own holiday home,02,Outbound,Nights per Trip,8.5
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,1.9
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,4.5
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,93,Hotel/conference centre,01,Domestic,Nights per Trip,1.6
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,93,Hotel/conference centre,02,Outbound,Nights per Trip,4.8
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,94,Self catering/rented house,01,Domestic,Nights per Trip,3.3
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,94,Self catering/rented house,02,Outbound,Nights per Trip,7.3
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,999,Other,01,Domestic,Nights per Trip,3.3
HTA05C3,Average Length of Stay by Irish Residents,2024,2024,999,Other,02,Outbound,Nights per Trip,8.5
HTA05C1,Number of Trips by Irish Residents,2025,2025,-,All types of accommodation,01,Domestic,Thousand,15283
HTA05C1,Number of Trips by Irish Residents,2025,2025,-,All types of accommodation,02,Outbound,Thousand,15140
HTA05C1,Number of Trips by Irish Residents,2025,2025,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2025,2025,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2025,2025,222,Friends/relatives,01,Domestic,Thousand,5769
HTA05C1,Number of Trips by Irish Residents,2025,2025,222,Friends/relatives,02,Outbound,Thousand,3640
HTA05C1,Number of Trips by Irish Residents,2025,2025,224,Own holiday home,01,Domestic,Thousand,687
HTA05C1,Number of Trips by Irish Residents,2025,2025,224,Own holiday home,02,Outbound,Thousand,266
HTA05C1,Number of Trips by Irish Residents,2025,2025,92,Guest house/bed &breakfast,01,Domestic,Thousand,833
HTA05C1,Number of Trips by Irish Residents,2025,2025,92,Guest house/bed &breakfast,02,Outbound,Thousand,519
HTA05C1,Number of Trips by Irish Residents,2025,2025,93,Hotel/conference centre,01,Domestic,Thousand,5574
HTA05C1,Number of Trips by Irish Residents,2025,2025,93,Hotel/conference centre,02,Outbound,Thousand,7232
HTA05C1,Number of Trips by Irish Residents,2025,2025,94,Self catering/rented house,01,Domestic,Thousand,1404
HTA05C1,Number of Trips by Irish Residents,2025,2025,94,Self catering/rented house,02,Outbound,Thousand,2646
HTA05C1,Number of Trips by Irish Residents,2025,2025,999,Other,01,Domestic,Thousand,1016
HTA05C1,Number of Trips by Irish Residents,2025,2025,999,Other,02,Outbound,Thousand,837
HTA05C2,Number of Nights by Irish Residents,2025,2025,-,All types of accommodation,01,Domestic,Thousand,33435
HTA05C2,Number of Nights by Irish Residents,2025,2025,-,All types of accommodation,02,Outbound,Thousand,82850
HTA05C2,Number of Nights by Irish Residents,2025,2025,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2025,2025,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2025,2025,222,Friends/relatives,01,Domestic,Thousand,12435
HTA05C2,Number of Nights by Irish Residents,2025,2025,222,Friends/relatives,02,Outbound,Thousand,21405
HTA05C2,Number of Nights by Irish Residents,2025,2025,224,Own holiday home,01,Domestic,Thousand,2625
HTA05C2,Number of Nights by Irish Residents,2025,2025,224,Own holiday home,02,Outbound,Thousand,2363
HTA05C2,Number of Nights by Irish Residents,2025,2025,92,Guest house/bed &breakfast,01,Domestic,Thousand,1913
HTA05C2,Number of Nights by Irish Residents,2025,2025,92,Guest house/bed &breakfast,02,Outbound,Thousand,2641
HTA05C2,Number of Nights by Irish Residents,2025,2025,93,Hotel/conference centre,01,Domestic,Thousand,8872
HTA05C2,Number of Nights by Irish Residents,2025,2025,93,Hotel/conference centre,02,Outbound,Thousand,32889
HTA05C2,Number of Nights by Irish Residents,2025,2025,94,Self catering/rented house,01,Domestic,Thousand,4791
HTA05C2,Number of Nights by Irish Residents,2025,2025,94,Self catering/rented house,02,Outbound,Thousand,16803
HTA05C2,Number of Nights by Irish Residents,2025,2025,999,Other,01,Domestic,Thousand,2800
HTA05C2,Number of Nights by Irish Residents,2025,2025,999,Other,02,Outbound,Thousand,6748
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,-,All types of accommodation,01,Domestic,Nights per Trip,2.2
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,-,All types of accommodation,02,Outbound,Nights per Trip,5.5
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,222,Friends/relatives,01,Domestic,Nights per Trip,2.2
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,222,Friends/relatives,02,Outbound,Nights per Trip,5.9
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,224,Own holiday home,01,Domestic,Nights per Trip,3.8
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,224,Own holiday home,02,Outbound,Nights per Trip,8.9
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,2.3
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,5.1
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,93,Hotel/conference centre,01,Domestic,Nights per Trip,1.6
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,93,Hotel/conference centre,02,Outbound,Nights per Trip,4.5
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,94,Self catering/rented house,01,Domestic,Nights per Trip,3.4
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,94,Self catering/rented house,02,Outbound,Nights per Trip,6.3
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,999,Other,01,Domestic,Nights per Trip,2.8
HTA05C3,Average Length of Stay by Irish Residents,2025,2025,999,Other,02,Outbound,Nights per Trip,8.1
